"name","type","address","zip_code","state_ab","city","zip_code-2","lst","lon","mean","median","stdev","sum_w"
"La Tortilla","mexican","495 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Sliders Diner","burgers","1202 Sutter St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"KFC","hotdogs","691 Eddy St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Donairo's Pizza","pizza","6905 Geary Blvd","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Church Street Cafe","coffee","260 Church St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Roxie Food Center","grocery","1901 San Jose Ave","94112","CA","San Francisco","94112","37.7280629","-122.4372594",103187,83574,84934,"156.6236581"
"El Burrito Express","mexican","1601 Taraval St","94116","CA","San Francisco","94116","37.746019","-122.4804356",82738,60686,69109,"268.6871552"
"Media Noche","cuban","3465 19th St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Cordon Bleu","vietnamese","1574 California St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"The Market","grocery","1355 Market St","94103","CA","San Francisco","94103","37.7794424","-122.4107252",55829,17195,72540,"364.9354786"
"Domino's Pizza","pizza","876 Geary St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"The Deli King","sandwiches","1143 Taraval St","94116","CA","San Francisco","94116","37.746019","-122.4804356",82738,60686,69109,"268.6871552"
"Subs Inc.","sandwiches","1300 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Thanh Thanh Cafe","vietnamese","2205 Clement St","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Gyro Xpress","mediterranean","499 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Krispy Krunchy Chicken","chicken_wings","599 S Van Ness Ave","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Submarine Center","sandwiches","820 Ulloa St","94127","CA","San Francisco","94127","37.7391909","-122.4678657",134649,300000,75047,"81.16144117"
"Kababayan","filipino","2706 Mission St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Steins","german","731 Clement St","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Padrecito","mexican","901 Cole St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Caliente Bistro Kitchen","tacos","4828 Geary Blvd","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Bonita Taqueria Y Rotisserie","mexican","2257 Chestnut St","94123","CA","San Francisco","94123","37.8022683","-122.4391509",122229,110331,74461,"498.8967394"
"Burrito Loco","mexican","850 Ulloa St","94127","CA","San Francisco","94127","37.7391909","-122.4678657",134649,300000,75047,"81.16144117"
"Miyako Old Fashioned Ice Cream","icecream","1470 Fillmore St","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Burger King","hotdogs","1690 Valencia St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Woodhouse Fish","seafood","2073 Market St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Harvey's","tradamerican","500 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Joe’s Ice Cream","icecream","5420 Geary Blvd","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Patxi's Pizza","pizza","4042 24th St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Sliders Diner","burgers","1202 Sutter St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"The Ice Cream Bar","icecream","815 Cole St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"The Little Chihuahua","mexican","4123 24th St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Panchita's Restaurant","salvadoran","3091 16th St","94103","CA","San Francisco","94103","37.7794424","-122.4107252",55829,17195,72540,"364.9354786"
"Subway","sandwiches","5650 Geary Blvd","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Souvla","greek","2272 Chestnut St","94123","CA","San Francisco","94123","37.8022683","-122.4391509",122229,110331,74461,"498.8967394"
"Wendy's","hotdogs","714 Third Avenue","10017",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Bon Appetit","hotdogs","2130 Fulton St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Muguboka Restaurant","korean","401 Balboa St","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Cordon Bleu","vietnamese","1574 California St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Wise Sons Jewish Deli","bagels","1520 Fillmore St","94115","CA","San Francisco","94115","37.7879139","-122.4302666",133389,141923,75434,"208.4480145"
"Hunan Empire","chinese","2001 Union St","94123","CA","San Francisco","94123","37.8022683","-122.4391509",122229,110331,74461,"498.8967394"
"Subway","sandwiches","1500 Fillmore St","94115","CA","San Francisco","94115","37.7879139","-122.4302666",133389,141923,75434,"208.4480145"
"The Deli King","sandwiches","1143 Taraval St","94116","CA","San Francisco","94116","37.746019","-122.4804356",82738,60686,69109,"268.6871552"
"El Burrito Express","mexican","1601 Taraval St","94116","CA","San Francisco","94116","37.746019","-122.4804356",82738,60686,69109,"268.6871552"
"Que Huong Vietnamese Deli","vietnamese","2138 Irving St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Colibri Mexican Bistro","mexican","50 Moraga Ave","94129","CA","San Francisco","94129","37.7887307","-122.4524293",149782,300000,93242,"97.56099915"
"Sunrise Deli","delis","2115 Irving St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Pete's Deli & Cafe","delis","1661 Divisadero St","94115","CA","San Francisco","94115","37.7879139","-122.4302666",133389,141923,75434,"208.4480145"
"Eddie's Cafe","breakfast_brunch","800 Divisadero St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"KFC","hotdogs","691 Eddy St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Church Street Cafe","coffee","260 Church St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Pancho's Salsa Bar & Grill","mexican","3440 Geary Blvd","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Domino's Pizza","pizza","876 Geary St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Sanguchon Eatery","peruvian","1182 Valencia St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Goood Frikin Chicken","mideastern","10 29th St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Tanguito","argentine","2850 Jones St","94133","CA","San Francisco","94133","37.8016201","-122.4156811",98645,82929,77710,"435.0801444"
"Tower Burger","burgers","729 Portola Dr","94127","CA","San Francisco","94127","37.7391909","-122.4678657",134649,300000,75047,"81.16144117"
"Domino's Pizza","pizza","3116 Noriega St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Barney's Gourmet Hamburgers","burgers","4138 24th St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
